"Name","div_rank","gender_rank","overall_rank","swim","bike","run"
"Takeya, Kenji 948","41","439","471","01:13:16","04:47:04","03:29:16"
"Schlabach, Corrine 2359","32","225","1320","01:04:54","05:40:40","04:00:18"
"Berland, Mike 724","203","1603","2208","01:18:24","06:45:10","06:56:58"
"Robitaille, Jean 177","--","--","--","02:11:07","--:--:--","--:--:--"
"Hodgson, Pete 1470","253","1475","1990","00:58:06","06:27:51","05:52:34"
"Ota, Hideki 927","178","1017","1192","01:13:31","05:33:15","03:47:02"
"Luurtsema, Jon 706","67","934","1079","01:06:15","05:15:24","04:01:20"
"Jones, Mark 616","137","1242","1564","01:18:39","05:25:19","04:35:49"
"Burger, David 596","30","705","771","01:17:00","04:54:33","03:45:40"
"Fries, Juergen 744","21","618","667","01:08:28","05:00:01","03:38:33"
"Saussus, Phil 445","83","1312","1692","01:20:04","05:50:19","04:33:52"
"Shaked, Amit 1859","102","426","458","01:04:30","04:50:46","03:33:37"
"Jourdan, Lionel 1479","37","268","290","01:07:23","04:43:11","03:23:42"
"Cuthbertson, Andrew 309","25","1247","1578","01:03:13","05:51:27","04:28:16"
"Nevills, Andrew 509","38","1090","1308","00:57:50","05:35:57","04:10:32"
"Weber, Marko 1081","199","1078","1285","01:12:31","05:14:48","04:14:55"
"Lane, Richard 757","196","1560","2135","01:26:15","07:20:42","05:33:38"
"Dell, Chris 118","9","1535","2095","01:25:14","06:37:54","06:02:50"
"Davidson, Matthew 1271","173","886","1004","01:15:10","04:52:59","04:10:22"
"Gardiner, Sydney 1621","23","399","1731","00:58:49","06:22:08","04:31:47"
"Praznik, Meaghan 2164","35","182","1209","01:05:17","05:24:48","04:06:59"
"monahan, kelly 332","67","1622","2240","01:32:01","07:38:03","06:03:18"
"Edelstein, Gregg 2474","197","1568","2150","01:38:40","06:35:30","06:15:01"
"Chow, Lara 2364","41","324","1567","01:16:13","05:49:56","04:15:52"
"Westerfeld, Sabine Hildegard 871","36","434","1811","01:28:03","06:17:13","04:26:40"
"Magliulo, Gennaro (Jerry) 128","3","1491","2020","01:56:09","06:05:07","05:31:39"
"Favre, Francky 1281","65","440","472","01:00:28","04:42:37","03:47:41"
"Schmitt, Craig 1511","157","825","914","01:19:46","05:00:01","03:48:34"
"Hotson, James 2251","75","720","791","00:59:21","04:58:10","04:01:09"
"Aboshabana, Gamal 2093","174","1200","1490","01:15:15","05:30:44","04:21:08"
"Backes, Andreas Adolf 481","49","1156","1417","01:13:43","05:54:27","03:42:21"
"Peng, Jia 1850","230","1608","2215","01:57:21","07:20:26","05:57:47"
"Gryp, Wouter 2030","15","78","85","01:04:03","04:30:54","03:12:28"
"Mackinnon, Kathryn 873","67","619","2248","01:36:02","07:53:28","06:04:48"
"Canaria, Jaynald 1449","220","1178","1455","01:18:50","05:33:57","04:07:03"
"Lipinsky, Goetz 1051","167","939","1085","01:07:46","05:17:51","03:55:10"
"Rea, Jennifer 816","50","485","1912","01:21:45","06:13:22","05:03:55"
"Bosshard, Pascal 1261","79","494","528","01:04:22","04:34:04","03:56:08"
"Oberhof, Wanja 2131","181","1352","1764","01:25:45","05:35:37","04:51:04"
"Horlacher, Frank 753","64","926","1069","01:00:59","04:41:55","04:39:51"
"Vergano, Gabriele 1430","67","453","486","00:59:37","04:55:33","03:36:01"
"Lummis, Greg 1053","161","919","1058","01:19:07","04:59:40","03:55:53"
"Koenigs, Erik 1047","262","1476","1991","01:05:49","05:51:08","06:20:00"
"Engel, Eric 1965","107","417","449","01:01:18","04:43:33","03:45:07"
"Charles, Andrew 602","157","1335","1737","01:11:13","06:08:33","04:33:57"
"Mccabe, Mark 921","145","862","967","01:04:28","04:53:48","04:15:23"
"Colbert, Carey 2350","40","306","1517","01:00:16","05:56:04","04:17:17"
"Colvin, Sam 2219","45","377","406","01:00:54","04:59:54","03:23:02"
"Slater, Paul 1005","146","865","972","01:14:09","05:10:49","03:48:44"
"Mari Ferrer, Ricard 1841","66","289","312","00:59:03","04:48:30","03:29:32"
"Van Der Meer, Dennis 480","17","897","1023","01:15:26","05:08:13","03:54:39"
"Henry, Max A 207","22","1488","2015","01:09:38","06:29:55","05:50:20"
"Neukamp, Christoph 2305","80","772","855","01:15:47","04:49:02","04:02:03"
"Ellis, James 2294","--","--","--","--:--:--","--:--:--","--:--:--"
"Gompers, Paul 2458","93","1046","1239","01:07:24","05:10:28","04:16:09"
"Brix, Lars 651","105","1084","1295","01:20:07","05:28:11","03:55:05"
"Stewart, Graeme 1519","--","--","--","--:--:--","--:--:--","--:--:--"
"Hiraya, Shun 2383","21","831","926","01:05:49","05:20:12","03:43:48"
"Bentele, Rene 229","15","1433","1922","01:51:23","05:50:36","04:57:51"
"Arnold, Martin 721","208","1648","2278","01:19:17","07:01:39","07:40:52"
"O Gorman, Ivan 1499","--","--","--","--:--:--","--:--:--","--:--:--"
"Norris, Melonie 390","30","580","2144","01:29:18","07:14:19","05:42:50"
"Karlsson, Mirella 1601","7","69","783","01:08:47","05:04:35","03:45:11"
"Rogan, Paul 785","200","1591","2190","01:35:00","06:47:32","06:30:01"
"Dobbs, Kylie 2440","35","602","2199","01:09:26","07:12:19","06:37:13"
"Di Guiseppe, Louis 656","177","1441","1932","01:05:33","05:39:15","06:07:46"
"Trouvé, Pascal 479","18","912","1045","01:07:27","05:11:54","03:57:18"
"Neubeck, Lukas 1497","51","341","370","01:04:51","04:46:21","03:30:07"
"Swistak, Natalie 867","31","418","1776","01:15:33","05:58:55","04:48:49"
"Focquenoy, Heloise 2335","17","132","1043","01:09:42","05:22:25","03:49:01"
"Harz, Susanne 1182","40","314","1540","01:21:53","05:49:30","04:07:08"
"Brock, Katrine 2321","5","48","656","01:16:08","05:16:35","03:14:36"
"Roberts, Dane 2049","86","327","353","00:53:26","04:51:00","03:37:54"
"Velez, Alvaro 2005","67","257","279","00:59:02","04:45:41","03:27:12"
"Lechowicz, Anna 2157","23","103","961","01:06:09","05:02:16","04:08:51"
"Hughes, Kyle 1827","222","1471","1975","01:10:24","05:56:48","05:59:17"
"Kyme, Katie 1911","14","108","974","01:03:33","05:25:21","03:46:07"
"Hejlskov, Keld 1823","214","1337","1742","01:31:54","05:49:27","04:31:25"
"Ryf, Daniela 3001","1","1","25","00:57:27","04:26:07","02:57:05"
"Escalas, Pablo 658","--","--","--","01:03:00","--:--:--","--:--:--"
"Potter, Michele 833","62","556","2079","01:28:41","06:50:57","05:34:46"
"Cochrane, Simon 54","39","60","65","00:52:27","04:37:17","03:16:27"
"Hegenbarth, Amadeus 2397","36","1306","1684","01:00:43","04:59:11","05:45:10"
"Knight, Darren 1118","220","1190","1475","01:24:22","05:44:08","03:54:10"
"Neil, Debra 1247","32","273","1448","01:08:57","05:34:54","04:10:36"
"Överfjord, Daniel 1363","165","860","963","01:19:58","05:14:24","03:36:05"
"Henderson, Gordon 1111","37","424","456","00:55:37","04:49:40","03:42:31"
"Kuitse, Amy 575","8","373","1668","01:16:56","06:07:30","04:16:36"
"Feldman, Roy 2406","6","269","291","01:02:50","04:40:30","03:32:12"
"Menuci, Thiago 1676","53","232","254","00:53:02","04:42:51","03:34:22"
"Mossenson, Ian 199","--","--","--","--:--:--","--:--:--","--:--:--"
"Oosterwaal, Daniel 1362","149","770","853","01:05:44","05:03:41","03:54:50"
"Dushay, Jody 807","11","283","1471","01:28:25","05:47:05","03:46:32"
"Zanker, Mark 1795","122","516","551","01:00:41","04:47:09","03:51:45"
"Lanter, Emily 1887","15","111","980","01:06:57","05:06:03","04:03:37"
"Yao, Jian 1872","223","1521","2076","01:33:55","07:51:35","04:30:35"
"Siddall, Laura 3015","17","17","189","00:58:39","04:54:41","03:14:12"
"Bolvin, Erica 1598","65","348","1615","01:07:13","06:16:35","04:08:31"
"Brown, Cameron 44","22","23","23","00:54:16","04:28:56","02:55:34"
"Svensk, Sara 3041","--","--","--","00:58:27","--:--:--","--:--:--"
"Newman, Deanna 1189","39","307","1519","01:11:47","05:34:26","04:28:21"
"Cuccaro, Rodrigo 968","40","438","470","01:00:59","04:44:28","03:46:02"
"Leal, Jose 665","152","1308","1688","01:11:13","05:25:12","05:10:18"
"Fritsch, Nicolas 1462","123","663","717","01:15:35","04:37:17","03:56:49"
"Butts, Thomas 232","18","1458","1954","01:10:31","06:29:57","05:18:44"
"Steffens, Geoffrey 681","73","957","1111","00:59:28","05:22:31","04:03:06"
"Shahar, Tomer 1369","98","570","614","01:04:21","04:56:00","03:41:53"
"Hill, Paul 613","43","777","860","01:07:25","05:08:05","03:50:27"
"Pisarek, Ewelina 2192","17","85","877","01:11:46","05:18:22","03:37:04"
"Haidenek, Peter 611","20","602","646","01:02:56","04:53:28","03:47:45"
"Guinchard, Loic 2382","37","1354","1769","00:55:17","05:09:50","05:51:58"
"Rojas Calvo, Pascal 786","10","398","429","01:01:40","04:48:03","03:38:10"
"Køngerskov, Signe 1585","28","156","1123","01:22:50","05:24:52","03:41:50"
"Matsalla, Catherine 540","17","440","1822","01:20:10","06:06:25","04:47:31"
"Irwin, Brian 1475","261","1575","2162","01:31:51","06:36:11","06:24:27"
"Crafter, Ian 323","70","1641","2271","02:01:01","07:30:48","06:23:07"
"Entraygues, Edouard 1032","62","532","570","00:54:22","05:00:42","03:46:07"
"Johansen, Tyler 1830","227","1563","2138","01:28:55","06:22:57","06:28:16"
"Roos, Patrick 1418","93","538","576","01:09:02","04:56:45","03:34:46"
"Plese, David 48","21","21","21","00:54:02","04:12:27","03:11:28"
"Cardoen, Olivier 1265","21","178","195","00:56:06","04:33:20","03:36:28"
"Fischer, Dani 2148","7","54","711","01:03:27","05:06:02","03:38:46"
"Kern, Ronny 1481","71","468","501","01:06:50","04:54:33","03:30:31"
"Valeriote, Jeremy 1374","164","858","960","01:04:19","05:04:34","04:01:05"
"Wisot, Jeff 423","64","1220","1532","01:24:20","05:39:31","04:12:20"
"Porter, Stuart 417","99","1413","1882","01:31:19","05:36:13","05:28:37"
"Shiba, Yoko 543","24","461","1866","01:27:24","06:34:46","04:20:43"
"Wallace, Christopher 2268","35","291","314","01:03:01","05:00:10","03:10:41"
"Jackson, Heather 3007","14","14","168","00:58:18","04:44:45","03:21:56"
"Spates, Taryn 1897","25","151","1100","01:10:12","05:25:48","03:46:32"
"Weber, Andre 1378","96","568","612","01:13:20","04:55:05","03:31:36"
"Kotilainen, Sami 988","42","441","473","00:57:16","04:44:50","03:48:50"
"Thompson, Chris 836","41","453","1848","01:26:51","06:21:42","04:31:47"
"Konschak, Katja 3040","32","228","1324","00:54:40","05:20:15","04:33:56"
"Monica, Tom 284","24","1240","1562","01:00:56","05:33:58","04:46:54"
"Bouillet, Louis 2245","81","812","899","00:57:35","05:09:05","04:04:22"
"Dasso, Sara 1581","75","384","1698","01:11:35","05:43:46","04:50:31"
"Pears, Mathew 2047","125","563","606","00:51:53","04:42:02","04:09:53"
"Romero Garcia De La Cadena, Rodrigo 2222","26","238","260","00:55:19","04:52:56","03:23:03"
"Baldwin, Nick 56","38","57","61","00:54:04","04:34:47","03:14:44"
"Geurts, Auke 898","38","433","465","01:01:05","04:53:49","03:34:10"
"Polak, Johannes 1851","97","410","441","00:58:20","04:44:43","03:46:01"
"Schneider, Mark 525","--","--","--","01:39:26","08:13:18","--:--:--"
"Bessaa, Mebarek 689","36","747","823","01:07:12","05:11:01","03:42:58"
"Grabow, Natalie 186","4","601","2198","01:38:51","07:00:47","06:19:43"
"Lundberg, Dave 621","146","1293","1660","01:04:53","05:22:11","05:15:31"
"Rowlings, Clint 2051","47","200","218","00:55:29","04:50:16","03:22:41"
"Fourie, Mark 974","163","930","1075","01:07:08","05:07:20","04:06:52"
"Janne, Toivonen 952","212","1164","1431","01:15:57","05:21:57","04:17:53"
"Takahashi, Seigo 475","16","883","1001","01:17:34","05:08:01","03:46:20"
"Hill, Rob 614","42","773","856","01:12:46","05:08:32","03:44:41"
"Almeling, Stefan 589","40","762","842","00:55:51","04:58:07","04:07:20"
"Bentley, Daniel 1333","119","652","705","01:04:40","05:00:37","03:45:32"
"Durand, Patrice 1031","80","610","658","01:02:57","04:53:21","03:49:06"
"Hartrick, Glenn 120","6","1513","2062","01:28:53","08:00:38","04:03:18"
"Italia, Frederick 1116","263","1485","2007","01:47:23","06:31:04","04:56:21"
"Fustok, Abdel K 130","8","1638","2267","01:47:11","07:38:41","06:18:14"
"Gijzen, Jeroen 2108","135","643","693","01:08:50","04:47:18","03:55:29"
"Wright, Rob 532","119","1585","2177","01:22:20","06:43:22","06:45:25"
"Sprentall, Shaun 2312","52","428","460","01:02:32","04:49:59","03:34:13"
"Nisula, Kris 1308","145","756","834","01:12:00","04:55:39","03:52:23"
"Florencia Fraga, Maria 1906","40","215","1301","01:03:01","05:26:08","04:17:09"
"Hoerandner, Guenter 463","101","1425","1907","01:08:42","05:18:03","06:16:17"
"Mitchell, Simone 2179","--","--","--","--:--:--","--:--:--","--:--:--"
"Nocentini, Leonardo 708","33","730","802","01:19:03","05:06:32","03:31:57"
"Cinter, Jo 847","47","470","1883","01:14:13","06:29:05","04:49:15"
"Campbell, Brittany 2363","--","--","--","--:--:--","--:--:--","--:--:--"
"Skipper, Joe 24","7","7","7","00:50:53","04:15:41","02:54:15"
"Deaustria, Dj 655","145","1282","1643","01:11:18","05:47:03","04:35:40"
"Kinneman, Tom 225","2","1257","1593","01:17:38","05:56:37","04:12:47"
"Van Lierde, Frederik 11","32","39","41","00:50:30","04:26:48","03:16:57"
"Wen, Xiangdong 217","48","1666","2304","01:55:16","07:47:31","06:51:17"
"Avalos, Macario 1385","180","937","1083","01:13:53","05:09:23","03:59:56"
"Mcbride, Rachel 3026","28","31","414","00:54:05","04:48:15","03:46:31"
"Terrez, Fernando Jose Lopez 1073","58","511","546","01:04:21","05:16:19","03:17:59"
"Vinokurov, Alexandr 1170","7","183","201","01:13:51","04:18:06","03:33:53"
"Luiz Cerize, Pedro 889","23","319","344","01:09:31","04:52:00","03:19:23"
"Vande Kerckhove, Annick 1570","68","364","1649","01:16:07","05:40:05","04:42:17"
"Fuentes, Jorge 1818","60","266","288","00:51:52","04:45:53","03:36:25"
"Breheny, Chris 2066","100","388","419","01:00:51","04:53:54","03:31:21"
"Bresciani, Peter 159","20","1600","2204","01:32:42","07:25:56","06:06:50"
"Lettner, Tommy 134","--","--","--","01:56:22","07:44:00","--:--:--"
"Porter, Brett 999","235","1291","1657","01:08:06","05:52:53","04:37:35"
"Quick, Angela 2331","15","122","1013","00:53:12","05:18:01","04:08:15"
"Jany, Thomas 703","71","955","1108","01:10:20","05:28:55","03:45:22"
"Seghers, Maarten 1783","77","337","366","00:56:24","04:36:36","03:49:34"
"DOnofrio, Vince 1962","46","199","217","01:02:16","04:52:13","03:13:59"
"Huang, Zhu 166","--","--","--","02:07:26","--:--:--","--:--:--"
"Wärnberg, Lars 215","20","1486","2009","01:52:15","06:28:26","04:58:54"
"Fjeld, Jarand 1282","187","961","1116","01:21:35","04:58:45","04:06:50"
"Romain, Louedec 2279","93","1176","1450","00:51:30","05:02:27","05:08:38"
"Naudts, Peter 1415","195","996","1157","01:10:41","05:03:00","04:06:05"
"Lykke, Camilla 2374","36","266","1426","01:16:16","05:42:03","03:59:49"
"Gonzalez, Cristian 1659","153","699","763","01:05:53","05:05:50","03:41:12"
"Rae, Ken 242","21","1487","2011","01:14:05","06:44:20","05:26:08"
"Rake, Daniel 1506","265","1633","2255","01:19:18","05:45:38","08:29:37"
"Lindeborg, Valerie 579","51","638","2302","01:39:41","07:35:39","07:18:10"
"Grölz, Katharina 1546","31","168","1178","01:16:00","05:29:53","03:50:11"
"Douglas, Cadeyrn 2103","102","391","422","01:03:08","04:55:39","03:25:14"
"Mortensen, Mikkel 2259","2","34","36","00:55:46","04:32:59","03:02:34"
"Craig, Simon 735","91","1035","1223","01:13:33","05:22:10","04:03:52"
"St-Cyr, Stephane 945","135","836","932","01:10:56","05:27:28","03:30:59"
"Tiret, Edouard 2281","71","614","663","01:01:28","04:46:35","03:58:49"
"Schoonderbeek, Epj 244","19","1479","1995","01:13:14","06:26:31","05:41:29"
"Valencia, Juan 1704","207","1262","1600","00:53:43","04:41:01","05:57:27"
"Tsang, Chun Kit 1702","180","895","1021","01:10:02","05:17:10","03:50:30"
"Northwood, Neil 337","49","1457","1953","01:28:40","06:19:03","05:16:48"
"Annebäck, Malin 1234","55","396","1723","01:19:40","06:03:41","04:23:49"
"Hill, Victoria 1550","11","93","922","01:15:40","05:23:18","03:31:23"
"Beney, Maxime 2097","34","142","155","01:10:30","04:40:20","03:10:24"
"Box, Tom 322","36","1321","1707","01:11:14","06:00:30","04:36:21"
"Kovac, Tomaz 1119","26","349","378","01:01:26","04:50:23","03:30:57"
"Jearanai, Jaray 1728","121","515","550","00:59:16","04:53:01","03:45:10"
"Lumiaho, Iina 2373","31","209","1290","01:11:44","05:26:34","04:06:17"
"Arseneau, Marc 592","69","951","1102","01:07:16","04:51:08","04:28:50"
"Tissot, Alexis 2266","24","209","227","00:51:45","04:44:45","03:33:22"
"Bies, Torben 1756","140","596","640","01:17:06","04:58:21","03:26:16"
"Tonon, Laura Monica 568","43","568","2112","01:24:10","06:52:05","05:51:03"
"Miller, Ryan 1677","17","92","100","01:03:44","04:34:01","03:12:24"
"Wai Ho, Wong 2270","94","1206","1506","01:07:55","05:24:03","04:34:16"
"Reese, Matthew 1147","265","1505","2049","01:36:39","06:34:26","05:26:05"
"Vikse, Bjørn Egil 1524","200","1024","1204","01:24:54","05:04:34","04:05:07"
"Akahama, Koji 307","16","1189","1473","01:17:50","05:58:26","03:47:38"
"Frades, Gurutze (Guru) 3028","24","25","338","01:05:03","05:08:41","03:07:16"
"Plager, Grace 391","17","522","2004","01:38:07","06:14:10","05:33:42"
"Lavesson, Tony 759","124","1157","1418","01:24:15","05:39:47","03:52:54"
"Borowik, Sebastian 1388","83","513","548","01:15:48","04:47:34","03:34:22"
"Adriaens, Joe 1952","92","354","383","01:00:20","04:47:46","03:35:08"
"Tulloh, Catherine 261","--","--","--","01:29:49","--:--:--","--:--:--"
"Ross, Scott 316","44","1408","1869","01:17:24","06:21:18","04:42:05"
"Limmer, Kilian 2398","15","542","582","01:07:58","05:00:30","03:33:03"
"Gemmell, Michelle 1179","67","482","1904","01:15:47","06:12:27","05:11:00"
"Shimizu, Masato 472","65","1224","1537","01:27:15","05:38:26","04:09:32"
"Castillo, Francisco 2466","204","1039","1227","01:03:43","05:22:33","04:11:35"
"Simon, Philippe 943","218","1182","1463","01:23:21","05:27:10","04:11:14"
"Sirivongs, Tassawan 1608","76","387","1709","01:04:24","06:14:15","04:26:57"
"Sumbal, Karel 1322","82","505","540","01:04:44","05:17:27","03:15:50"
"Dye, Michael 296","32","1311","1691","01:09:40","06:01:29","04:31:54"
"Ikeda, Tomoshige 298","26","1248","1579","01:21:48","05:49:00","04:13:06"
"Zoch, Roger 349","21","1233","1548","01:17:53","05:32:25","04:28:59"
"Garthe, David 2464","266","1517","2066","01:20:14","06:19:37","06:07:37"
"Lowenberg, Melissa 1227","--","--","--","--:--:--","--:--:--","--:--:--"
"Haudry, Francoise 252","16","617","2237","01:20:05","07:23:23","06:48:25"
"Sweet, Richard 474","1","189","207","01:01:08","04:45:30","03:19:34"
"Rutherford, Joanne 1632","46","253","1395","01:09:44","05:41:37","04:02:43"
"Jarvinen, Aaro 2036","161","921","1062","01:14:46","05:09:56","03:56:21"
"Page, James 2082","148","746","822","01:01:29","05:04:18","03:55:55"
"Ross, Doug 635","47","786","869","01:10:27","05:12:04","03:44:29"
"Fryer, Robert 1969","96","363","392","00:56:02","04:46:05","03:43:04"
"Brown, Nicholas 1643","86","374","403","00:56:54","04:49:53","03:39:23"
"Agius, Rudolph 1382","202","1029","1213","01:03:50","05:06:24","04:26:21"
"Canac, Laurie 2322","12","98","947","01:13:41","05:15:26","03:45:12"
"Gill, Ty 2381","11","466","499","01:06:05","04:53:57","03:31:04"
"Graw, Stefan 746","109","1092","1310","01:33:54","05:18:54","03:49:26"
"Freeman, Heather 1619","99","616","2235","01:04:25","07:47:18","06:36:34"
"Menendez De Luarca, Jaime 1489","81","504","539","00:56:12","04:56:28","03:45:49"
"Schedlbauer, Florian 1781","48","213","233","00:56:37","04:49:10","03:23:55"
"Ciarrocchi, Mauro 487","5","625","674","01:00:53","05:03:02","03:41:59"
